metal,source,freq,as_of_date,metric,value,unit,is_imputed,method,quality,quality_notes,load_run_id,raw_file,raw_checksum
SILVER,LBMA,M,2017-12-01,lbma_holdings,1106489000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2018-01-01,lbma_holdings,251678000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2018-01-01,lbma_holdings,1108613000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2018-02-01,lbma_holdings,251356000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2018-02-01,lbma_holdings,1104999000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2018-03-01,lbma_holdings,250142000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2018-03-01,lbma_holdings,1086259000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2018-04-01,lbma_holdings,250257000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2018-04-01,lbma_holdings,1090476000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2018-05-01,lbma_holdings,248573000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2018-05-01,lbma_holdings,1097000000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2018-06-01,lbma_holdings,247043000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2018-06-01,lbma_holdings,1122091000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2018-07-01,lbma_holdings,245381000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2018-07-01,lbma_holdings,1107680000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2018-08-01,lbma_holdings,242045000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2018-08-01,lbma_holdings,1128297000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2018-09-01,lbma_holdings,239588000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2018-09-01,lbma_holdings,1129624000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2018-10-01,lbma_holdings,238255000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2018-10-01,lbma_holdings,1129268000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2018-11-01,lbma_holdings,239330000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2018-11-01,lbma_holdings,1135782000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2018-12-01,lbma_holdings,240854000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2018-12-01,lbma_holdings,1137680000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2019-01-01,lbma_holdings,242967000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2019-01-01,lbma_holdings,1146502000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2019-02-01,lbma_holdings,245270000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2019-02-01,lbma_holdings,1148400000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2019-03-01,lbma_holdings,246635000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2019-03-01,lbma_holdings,1163695000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2019-04-01,lbma_holdings,245963000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2019-04-01,lbma_holdings,1159570000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2019-05-01,lbma_holdings,245202000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2019-05-01,lbma_holdings,1152110000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2019-06-01,lbma_holdings,244600000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2019-06-01,lbma_holdings,1143018000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2019-07-01,lbma_holdings,251133000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2019-07-01,lbma_holdings,1140675000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2019-08-01,lbma_holdings,258121000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2019-08-01,lbma_holdings,1145738000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2019-09-01,lbma_holdings,264550000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2019-09-01,lbma_holdings,1146308000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2019-10-01,lbma_holdings,265705000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2019-10-01,lbma_holdings,1153427000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2019-11-01,lbma_holdings,265660000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2019-11-01,lbma_holdings,1160517000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2019-12-01,lbma_holdings,267673000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2019-12-01,lbma_holdings,1162162000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2020-01-01,lbma_holdings,268883000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2020-01-01,lbma_holdings,1165549000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2020-02-01,lbma_holdings,271465000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2020-02-01,lbma_holdings,1170061000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2020-03-01,lbma_holdings,273779000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2020-03-01,lbma_holdings,1175737000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2020-04-01,lbma_holdings,272717000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2020-04-01,lbma_holdings,1146719000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2020-05-01,lbma_holdings,272793000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2020-05-01,lbma_holdings,1145072000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2020-06-01,lbma_holdings,278706000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2020-06-01,lbma_holdings,1115657000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2020-07-01,lbma_holdings,282620000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2020-07-01,lbma_holdings,1093482000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2020-08-01,lbma_holdings,287912000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2020-08-01,lbma_holdings,1073500000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2020-09-01,lbma_holdings,291574000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2020-09-01,lbma_holdings,1077299000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2020-10-01,lbma_holdings,300599000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2020-10-01,lbma_holdings,1075121000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2020-11-01,lbma_holdings,303891000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2020-11-01,lbma_holdings,1076242000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2020-12-01,lbma_holdings,306613000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2020-12-01,lbma_holdings,1080538000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2021-01-01,lbma_holdings,308709000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2021-01-01,lbma_holdings,1104241000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2021-02-01,lbma_holdings,307337000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2021-02-01,lbma_holdings,1125154000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2021-03-01,lbma_holdings,304179000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2021-03-01,lbma_holdings,1143194000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
GOLD,LBMA,M,2021-04-01,lbma_holdings,303515000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
SILVER,LBMA,M,2021-04-01,lbma_holdings,1153154000.0,oz,False,month_end,ok,,20251230_111903,lbma_vault_holdings.csv,4d8bf267071d1da42451bf77aeceaaac
